# Data for Maturity Model Runs
# Number of ages (nages)
45
#
# Lunsford et al Data
#
# Total number of fish observed by age (L_tot_na)
-9 -9 -9 -9 -9 1 -9 -9 1 -9 9 25 7 4 3 2 -9 -9 1 2 1 1 -9 1 -9 -9 1 -9 -9 1 -9 -9 -9 1 1 3 2 1 -9 1 1 1 1 2 1
# Number of mature fish observed by age (L_mat_na)
-9 -9 -9 -9 -9 0 -9 -9 0 -9 3 11 3 3 2 2 -9 -9 0 2 1 1 -9 1 -9 -9 1 -9 -9 1 -9 -9 -9 1 1 3 2 1 -9 1 1 1 1 2 1
#Weight
-9 -9 -9 -9 -9 50 -9 -9 1 -9 1 1 1 1 1 1 -9 -9 1 1 1 1 -9 1 -9 -9 1 -9 -9 1 -9 -9 -9 1 1 1 1 1 -9 1 1 1 1 1 1
#
# Chilton et al Data
#
# Total number of fish observed by age (C_tot_na)
-9 -9 4 4 6 17 56 10 6 12 7 2 4 4 3 4 2 5 2 -9 -9 -9 -9 -9 3 -9 1 -9 -9 1 1 2 -9 1 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
#
# Number of mature fish observed by age (C_mat_na)
-9 -9 0 0 0 2 14 6 5 11 6 2 4 4 3 4 2 5 2 -9 -9 -9 -9 -9 3 -9 1 -9 -9 1 1 2 -9 1 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
#Weight
-9 -9 50 50 50 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -9 -9 -9 -9 -9 1 -9 1 -9 -9 1 1 1 -9 1 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
